MeetingStartDt,MeetingEndDt,FirstNm,MiddleNm,LastNm,Title,Status,Affiliation
19790302,19790302,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19790302,19790302,Willis,J.,Winn,President,Alternate Member,Cleveland Reserve Bank
19790302,19790302,John,J.,Balles,President,Member,San Francisco Reserve Bank
19790302,19790302,Robert,P.,Black,President,Member,Richmond Reserve Bank
19790302,19790302,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19790302,19790302,Monroe,$$,Kimbrel,President,Member,Atlanta Reserve Bank
19790302,19790302,Robert,P.,Mayo,President,Member,Chicago Reserve Bank
19790302,19790302,G.,William,Miller,Chairman,Member,Office of Board Members
19790302,19790302,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19790302,19790302,Nancy,H.,Teeters,Governor,Member,Office of Board Members
19790302,19790302,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19790302,19790302,Henry,C.,Wallich,Governor,Member,Office of Board Members
19790302,19790302,Ernest,T.,Baughman,President,Non-Voting President,Dallas Reserve Bank
19790302,19790302,David,P.,Eastburn,President,Non-Voting President,Philadelphia Reserve Bank
19790302,19790302,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19790320,19790320,J.,Roger,Guffey,President,Alternate Member,Kansas City Reserve Bank
19790320,19790320,Frank,E.,Morris,President,Alternate Member,Boston Reserve Bank
19790320,19790320,Lawrence,K.,Roos,President,Alternate Member,St. Louis Reserve Bank
19790320,19790320,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19790320,19790320,Willis,J.,Winn,President,Alternate Member,Cleveland Reserve Bank
19790320,19790320,John,J.,Balles,President,Member,San Francisco Reserve Bank
19790320,19790320,Robert,P.,Black,President,Member,Richmond Reserve Bank
19790320,19790320,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19790320,19790320,Monroe,$$,Kimbrel,President,Member,Atlanta Reserve Bank
19790320,19790320,Robert,P.,Mayo,President,Member,Chicago Reserve Bank
19790320,19790320,G.,William,Miller,Chairman,Member,Office of Board Members
19790320,19790320,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19790320,19790320,Nancy,H.,Teeters,Governor,Member,Office of Board Members
19790320,19790320,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19790320,19790320,Henry,C.,Wallich,Governor,Member,Office of Board Members
19790320,19790320,Ernest,T.,Baughman,President,Non-Voting President,Dallas Reserve Bank
19790320,19790320,David,P.,Eastburn,President,Non-Voting President,Philadelphia Reserve Bank
19790320,19790320,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19790417,19790417,J.,Roger,Guffey,President,Alternate Member,Kansas City Reserve Bank
19790417,19790417,Frank,E.,Morris,President,Alternate Member,Boston Reserve Bank
19790417,19790417,Lawrence,K.,Roos,President,Alternate Member,St. Louis Reserve Bank
19790417,19790417,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19790417,19790417,Willis,J.,Winn,President,Alternate Member,Cleveland Reserve Bank
19790417,19790417,John,J.,Balles,President,Member,San Francisco Reserve Bank
19790417,19790417,Robert,P.,Black,President,Member,Richmond Reserve Bank
19790417,19790417,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19790417,19790417,Monroe,$$,Kimbrel,President,Member,Atlanta Reserve Bank
19790417,19790417,Robert,P.,Mayo,President,Member,Chicago Reserve Bank
19790417,19790417,G.,William,Miller,Chairman,Member,Office of Board Members
19790417,19790417,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19790417,19790417,Nancy,H.,Teeters,Governor,Member,Office of Board Members
19790417,19790417,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19790417,19790417,Henry,C.,Wallich,Governor,Member,Office of Board Members
19790417,19790417,Ernest,T.,Baughman,President,Non-Voting President,Dallas Reserve Bank
19790417,19790417,David,P.,Eastburn,President,Non-Voting President,Philadelphia Reserve Bank
19790417,19790417,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19790427,19790427,J.,Roger,Guffey,President,Alternate Member,Kansas City Reserve Bank
19790427,19790427,Frank,E.,Morris,President,Alternate Member,Boston Reserve Bank
19790427,19790427,Lawrence,K.,Roos,President,Alternate Member,St. Louis Reserve Bank
19790427,19790427,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19790427,19790427,Willis,J.,Winn,President,Alternate Member,Cleveland Reserve Bank
19790427,19790427,John,J.,Balles,President,Member,San Francisco Reserve Bank
19790427,19790427,Robert,P.,Black,President,Member,Richmond Reserve Bank
19790427,19790427,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19790427,19790427,Monroe,$$,Kimbrel,President,Member,Atlanta Reserve Bank
19790427,19790427,Robert,P.,Mayo,President,Member,Chicago Reserve Bank
19790427,19790427,G.,William,Miller,Chairman,Member,Office of Board Members
19790427,19790427,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19790427,19790427,Nancy,H.,Teeters,Governor,Member,Office of Board Members
19790427,19790427,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19790427,19790427,Henry,C.,Wallich,Governor,Member,Office of Board Members
19790427,19790427,Ernest,T.,Baughman,President,Non-Voting President,Dallas Reserve Bank
19790427,19790427,David,P.,Eastburn,President,Non-Voting President,Philadelphia Reserve Bank
19790427,19790427,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19790522,19790522,J.,Roger,Guffey,President,Alternate Member,Kansas City Reserve Bank
19790522,19790522,Frank,E.,Morris,President,Alternate Member,Boston Reserve Bank
19790522,19790522,Lawrence,K.,Roos,President,Alternate Member,St. Louis Reserve Bank
19790522,19790522,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19790522,19790522,Willis,J.,Winn,President,Alternate Member,Cleveland Reserve Bank
19790522,19790522,John,J.,Balles,President,Member,San Francisco Reserve Bank
19790522,19790522,Robert,P.,Black,President,Member,Richmond Reserve Bank
19790522,19790522,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19790522,19790522,Monroe,$$,Kimbrel,President,Member,Atlanta Reserve Bank
19790522,19790522,Robert,P.,Mayo,President,Member,Chicago Reserve Bank
19790522,19790522,G.,William,Miller,Chairman,Member,Office of Board Members
19790522,19790522,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19790522,19790522,Nancy,H.,Teeters,Governor,Member,Office of Board Members
19790522,19790522,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19790522,19790522,Henry,C.,Wallich,Governor,Member,Office of Board Members
19790522,19790522,Ernest,T.,Baughman,President,Non-Voting President,Dallas Reserve Bank
19790522,19790522,David,P.,Eastburn,President,Non-Voting President,Philadelphia Reserve Bank
19790522,19790522,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19790627,19790627,J.,Roger,Guffey,President,Alternate Member,Kansas City Reserve Bank
19790627,19790627,Frank,E.,Morris,President,Alternate Member,Boston Reserve Bank
19790627,19790627,Lawrence,K.,Roos,President,Alternate Member,St. Louis Reserve Bank
19790627,19790627,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19790627,19790627,Monroe,$$,Kimbrel,President,Member,Atlanta Reserve Bank
19790627,19790627,Robert,P.,Mayo,President,Member,Chicago Reserve Bank
19790627,19790627,G.,William,Miller,Chairman,Member,Office of Board Members
19790627,19790627,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19790627,19790627,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19790627,19790627,Ernest,T.,Baughman,President,Non-Voting President,Dallas Reserve Bank
19790627,19790627,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19790711,19790711,J.,Roger,Guffey,President,Alternate Member,Kansas City Reserve Bank
19790711,19790711,Frank,E.,Morris,President,Alternate Member,Boston Reserve Bank
19790711,19790711,Lawrence,K.,Roos,President,Alternate Member,St. Louis Reserve Bank
19790711,19790711,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19790711,19790711,Willis,J.,Winn,President,Alternate Member,Cleveland Reserve Bank
19790711,19790711,John,J.,Balles,President,Member,San Francisco Reserve Bank
19790711,19790711,Robert,P.,Black,President,Member,Richmond Reserve Bank
19790711,19790711,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19790711,19790711,Monroe,$$,Kimbrel,President,Member,Atlanta Reserve Bank
19790711,19790711,Robert,P.,Mayo,President,Member,Chicago Reserve Bank
19790711,19790711,G.,William,Miller,Chairman,Member,Office of Board Members
19790711,19790711,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19790711,19790711,Emmett,J.,Rice,Governor,Member,Office of Board Members
19790711,19790711,Nancy,H.,Teeters,Governor,Member,Office of Board Members
19790711,19790711,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19790711,19790711,Henry,C.,Wallich,Governor,Member,Office of Board Members
19790711,19790711,Ernest,T.,Baughman,President,Non-Voting President,Dallas Reserve Bank
19790711,19790711,David,P.,Eastburn,President,Non-Voting President,Philadelphia Reserve Bank
19790711,19790711,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19790717,19790717,J.,Roger,Guffey,President,Alternate Member,Kansas City Reserve Bank
19790717,19790717,Frank,E.,Morris,President,Alternate Member,Boston Reserve Bank
19790717,19790717,Lawrence,K.,Roos,President,Alternate Member,St. Louis Reserve Bank
19790717,19790717,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19790717,19790717,Willis,J.,Winn,President,Alternate Member,Cleveland Reserve Bank
19790717,19790717,John,J.,Balles,President,Member,San Francisco Reserve Bank
19790717,19790717,Robert,P.,Black,President,Member,Richmond Reserve Bank
19790717,19790717,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19790717,19790717,Monroe,$$,Kimbrel,President,Member,Atlanta Reserve Bank
19790717,19790717,Robert,P.,Mayo,President,Member,Chicago Reserve Bank
19790717,19790717,G.,William,Miller,Chairman,Member,Office of Board Members
19790717,19790717,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19790717,19790717,Emmett,J.,Rice,Governor,Member,Office of Board Members
19790717,19790717,Nancy,H.,Teeters,Governor,Member,Office of Board Members
19790717,19790717,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19790717,19790717,Henry,C.,Wallich,Governor,Member,Office of Board Members
19790717,19790717,Ernest,T.,Baughman,President,Non-Voting President,Dallas Reserve Bank
19790717,19790717,David,P.,Eastburn,President,Non-Voting President,Philadelphia Reserve Bank
19790717,19790717,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19790719,19790719,J.,Roger,Guffey,President,Alternate Member,Kansas City Reserve Bank
19790719,19790719,Frank,E.,Morris,President,Alternate Member,Boston Reserve Bank
19790719,19790719,Lawrence,K.,Roos,President,Alternate Member,St. Louis Reserve Bank
19790719,19790719,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19790719,19790719,Willis,J.,Winn,President,Alternate Member,Cleveland Reserve Bank
19790719,19790719,John,J.,Balles,President,Member,San Francisco Reserve Bank
19790719,19790719,Robert,P.,Black,President,Member,Richmond Reserve Bank
19790719,19790719,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19790719,19790719,Monroe,$$,Kimbrel,President,Member,Atlanta Reserve Bank
19790719,19790719,Robert,P.,Mayo,President,Member,Chicago Reserve Bank
19790719,19790719,G.,William,Miller,Chairman,Member,Office of Board Members
19790719,19790719,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19790719,19790719,Emmett,J.,Rice,Governor,Member,Office of Board Members
19790719,19790719,Nancy,H.,Teeters,Governor,Member,Office of Board Members
19790719,19790719,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19790719,19790719,Henry,C.,Wallich,Governor,Member,Office of Board Members
19790719,19790719,Ernest,T.,Baughman,President,Non-Voting President,Dallas Reserve Bank
19790719,19790719,David,P.,Eastburn,President,Non-Voting President,Philadelphia Reserve Bank
19790719,19790719,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19790814,19790814,J.,Roger,Guffey,President,Alternate Member,Kansas City Reserve Bank
19790814,19790814,Frank,E.,Morris,President,Alternate Member,Boston Reserve Bank
19790814,19790814,Lawrence,K.,Roos,President,Alternate Member,St. Louis Reserve Bank
19790814,19790814,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19790814,19790814,Willis,J.,Winn,President,Alternate Member,Cleveland Reserve Bank
19790814,19790814,John,J.,Balles,President,Member,San Francisco Reserve Bank
19790814,19790814,Robert,P.,Black,President,Member,Richmond Reserve Bank
19790814,19790814,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19790814,19790814,Monroe,$$,Kimbrel,President,Member,Atlanta Reserve Bank
19790814,19790814,Robert,P.,Mayo,President,Member,Chicago Reserve Bank
19790814,19790814,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19790814,19790814,Emmett,J.,Rice,Governor,Member,Office of Board Members
19790814,19790814,Frederick,H.,Schultz,Governor,Member,Office of Board Members
19790814,19790814,Nancy,H.,Teeters,Governor,Member,Office of Board Members
19790814,19790814,New York,$$,VACANT,Vice Chairman,Member,New York Reserve Bank
19790814,19790814,Paul,A.,Volcker,Chairman,Member,Office of Board Members
19790814,19790814,Henry,C.,Wallich,Governor,Member,Office of Board Members
19790814,19790814,Ernest,T.,Baughman,President,Non-Voting President,Dallas Reserve Bank
19790814,19790814,David,P.,Eastburn,President,Non-Voting President,Philadelphia Reserve Bank
19790814,19790814,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19790918,19790918,J.,Roger,Guffey,President,Alternate Member,Kansas City Reserve Bank
19790918,19790918,Frank,E.,Morris,President,Alternate Member,Boston Reserve Bank
19790918,19790918,Lawrence,K.,Roos,President,Alternate Member,St. Louis Reserve Bank
19790918,19790918,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19790918,19790918,Willis,J.,Winn,President,Alternate Member,Cleveland Reserve Bank
19790918,19790918,John,J.,Balles,President,Member,San Francisco Reserve Bank
19790918,19790918,Robert,P.,Black,President,Member,Richmond Reserve Bank
19790918,19790918,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19790918,19790918,Monroe,$$,Kimbrel,President,Member,Atlanta Reserve Bank
19790918,19790918,Robert,P.,Mayo,President,Member,Chicago Reserve Bank
19790918,19790918,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19790918,19790918,Emmett,J.,Rice,Governor,Member,Office of Board Members
19790918,19790918,Frederick,H.,Schultz,Governor,Member,Office of Board Members
19790918,19790918,Nancy,H.,Teeters,Governor,Member,Office of Board Members
19790918,19790918,New York,$$,VACANT,Vice Chairman,Member,New York Reserve Bank
19790918,19790918,Paul,A.,Volcker,Chairman,Member,Office of Board Members
19790918,19790918,Henry,C.,Wallich,Governor,Member,Office of Board Members
19790918,19790918,Ernest,T.,Baughman,President,Non-Voting President,Dallas Reserve Bank
19790918,19790918,David,P.,Eastburn,President,Non-Voting President,Philadelphia Reserve Bank
19790918,19790918,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19791005,19791005,J.,Roger,Guffey,President,Alternate Member,Kansas City Reserve Bank
